,form_submission,form_created,embed_form_in_notion_click,subscribed,form_saved,create_form_database_chosen,open_form_click,edit_form_click,save_form_click,create_form_click,paid_plans_buy_pro_click,nav_pricing_click,paying,cluster
18387.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
18511.0,3,1,0,0,4,2,1,5,4,1,0,0,0,0
18574.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
18586.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
18590.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18597.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14203.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16929.0,0,3,3,0,12,5,2,16,12,5,1,3,0,0
26491.0,2,0,1,0,1,0,0,2,1,0,0,0,0,0
14166.0,0,1,1,0,3,3,0,4,3,1,0,0,0,0
19495.0,2,3,1,0,4,5,0,7,5,2,0,0,0,0
20780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20782.0,2,1,1,0,1,4,0,1,1,0,0,0,0,0
20785.0,0,2,2,0,3,4,0,3,3,2,0,0,0,0
17312.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
19215.0,0,4,9,0,5,6,0,5,7,5,0,0,0,0
19242.0,0,1,0,0,2,1,0,3,2,1,0,0,0,0
15092.0,0,1,1,0,0,6,0,1,0,5,0,1,0,0
15107.0,0,0,0,0,2,0,1,3,2,0,0,1,0,0
15152.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
15153.0,0,1,1,0,7,6,0,7,9,3,0,0,0,0
15154.0,0,1,1,0,7,4,1,8,9,0,0,0,0,0
16755.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
19244.0,0,2,0,0,1,4,0,6,1,1,0,0,0,0
19245.0,0,1,1,0,3,2,0,3,3,0,0,0,0,0
19246.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20611.0,0,1,0,0,0,1,0,1,0,4,0,1,0,0
20786.0,1,1,1,0,3,1,0,3,3,2,0,1,0,0
15147.0,0,0,0,0,0,2,0,0,0,1,0,1,0,0
15150.0,0,2,2,0,7,4,6,11,7,8,0,0,0,0
20063.0,0,4,1,0,0,5,0,0,0,3,0,0,0,0
19170.0,118,0,0,0,3,0,1,3,3,0,0,0,0,0
24380.0,0,6,9,0,8,16,0,9,10,15,0,0,0,0
19675.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
21151.0,0,3,3,0,24,6,4,26,25,2,0,0,0,0
21193.0,1,0,0,0,3,0,0,3,3,0,0,1,0,0
24427.0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
20057.0,0,1,0,0,3,2,4,4,3,1,0,0,0,0
20257.0,0,0,0,1,2,0,1,2,2,0,1,1,0,0
18247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18255.0,0,1,1,0,1,2,0,1,1,0,0,1,0,0
21538.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16876.0,0,1,0,0,3,1,0,4,3,3,0,2,0,0
19370.0,2,1,0,0,4,1,0,5,4,3,0,0,0,0
24801.0,1,1,2,0,1,2,1,2,1,1,0,0,0,0
24462.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
21309.0,1,0,0,0,1,0,0,2,1,0,0,0,0,0
26068.0,0,0,0,0,0,9,0,0,0,1,0,0,0,0
19494.0,0,2,0,0,5,2,1,5,5,2,0,0,0,0
18389.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
18418.0,1,1,0,0,0,2,0,0,0,3,0,0,0,0
19445.0,0,1,1,0,2,4,0,2,2,0,0,0,0,0
19446.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14896.0,1,2,1,0,0,5,0,1,0,4,0,0,0,0
17420.0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
18416.0,1,1,1,0,1,2,0,1,1,0,0,0,0,0
18417.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19599.0,0,1,1,0,1,1,0,1,1,0,0,1,0,0
24395.0,1,1,0,0,1,2,0,2,1,0,0,0,0,0
24465.0,0,1,0,0,0,3,0,0,0,2,0,0,0,0
24467.0,1,2,0,0,1,4,7,2,1,5,0,0,0,0
26561.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15469.0,0,0,3,0,5,0,1,5,5,0,0,0,0,0
17912.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17946.0,0,1,0,0,0,5,0,0,0,3,0,0,0,0
17684.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
14977.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14984.0,0,1,0,0,0,3,0,1,0,1,0,0,0,0
20696.0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
18760.0,0,0,2,0,1,0,0,1,1,0,0,0,0,0
23878.0,2,1,0,1,5,1,2,8,5,1,1,0,0,0
24352.0,4,1,1,0,7,2,7,15,7,2,0,0,0,0
24396.0,0,1,3,0,1,2,0,2,2,1,0,0,0,0
24407.0,0,1,0,0,0,5,0,1,0,3,0,0,0,0
18762.0,0,1,1,0,1,1,1,2,1,0,0,0,0,0
17193.0,0,2,0,0,4,5,0,5,4,3,0,0,0,0
17654.0,0,0,0,0,1,0,0,2,2,1,0,0,0,0
17661.0,0,2,0,0,5,3,0,6,6,1,0,0,0,0
15511.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20926.0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
17598.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20923.0,0,1,0,0,2,2,0,4,2,1,0,0,0,0
20925.0,0,1,0,0,0,2,0,0,0,9,1,0,0,0
17389.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
17945.0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
20561.0,0,0,0,0,0,4,0,0,0,2,0,0,0,0
20609.0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
20610.0,0,1,0,0,2,3,1,2,2,2,0,0,0,0
19523.0,0,2,3,0,6,4,1,12,7,2,0,0,0,0
19542.0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
19573.0,0,3,2,0,0,4,3,2,0,2,0,0,0,0
19550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16962.0,1,1,0,0,4,4,3,6,4,2,0,0,0,0
26750.0,1,2,0,0,7,2,0,8,7,2,0,0,0,0
16610.0,0,1,0,0,0,4,1,0,0,0,0,0,0,0
19285.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16616.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26754.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26755.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26756.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
19282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14389.0,0,0,0,0,4,0,0,4,4,0,0,0,0,0
14390.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18054.0,0,1,1,0,1,1,2,2,1,1,0,1,0,0
21443.0,4,4,0,0,6,7,3,8,6,5,0,0,0,0
21509.0,0,1,0,0,0,2,0,1,1,1,0,1,0,0
25807.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
25808.0,2,1,0,0,0,3,2,0,0,4,1,2,0,0
25809.0,0,1,1,0,3,1,0,4,3,1,0,0,0,0
24616.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
18454.0,0,4,2,0,5,24,0,7,5,9,0,0,0,0
18461.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18462.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17150.0,0,1,1,0,6,1,0,9,6,1,0,0,0,0
18456.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
18457.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
21500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23542.0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
25736.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25816.0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
24581.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
24998.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17430.0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
17512.0,0,0,0,0,0,2,0,0,0,4,0,0,0,0
17513.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
19628.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
19000.0,0,5,2,0,2,12,0,2,2,9,0,0,0,0
17356.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17514.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23866.0,1,1,0,0,0,1,0,0,0,4,0,0,0,0
24993.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24994.0,0,0,1,0,2,0,1,2,2,0,0,0,0,0
15172.0,0,1,1,0,1,1,0,2,1,1,0,0,0,0
18999.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
18940.0,5,1,1,0,11,3,5,12,11,2,0,0,0,0
18443.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18444.0,0,1,1,0,3,1,0,4,3,0,0,1,0,0
18864.0,2,2,0,0,7,2,0,9,8,1,0,0,0,0
25522.0,2,1,0,0,0,1,0,2,0,1,0,0,0,0
25541.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
14224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25048.0,0,1,0,0,2,2,0,3,2,0,0,0,0,0
25181.0,4,2,1,0,18,3,2,20,18,3,0,0,0,0
25537.0,0,1,1,0,4,1,0,5,4,1,0,0,0,0
18447.0,2,1,0,0,2,3,1,5,2,0,0,0,0,0
18448.0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
15360.0,0,2,1,0,0,7,1,0,0,5,0,0,0,0
15361.0,0,1,1,0,1,2,0,1,2,2,0,0,0,0
14220.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
23791.0,0,1,1,0,7,2,0,8,7,0,0,0,0,0
23969.0,1,0,0,0,2,0,0,1,2,0,0,1,0,0
23979.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20776.0,0,1,1,1,11,2,2,14,11,2,2,0,0,0
21204.0,0,2,1,0,7,2,0,12,7,2,0,1,0,0
15125.0,0,1,1,0,6,4,0,7,6,5,0,0,0,0
15192.0,0,1,2,0,9,2,4,14,9,1,0,0,0,0
21101.0,1,1,0,0,2,4,0,2,2,4,1,4,0,0
16751.0,0,1,6,0,5,2,0,7,5,0,0,0,0,0
16762.0,0,2,1,0,1,2,2,1,1,1,0,0,0,0
26616.0,1,6,2,0,11,14,1,11,12,0,0,0,0,0
26625.0,3,0,1,0,5,0,1,7,5,0,0,0,0,0
26632.0,0,0,0,0,2,0,0,3,2,0,0,0,0,0
16913.0,7,0,0,0,9,0,1,10,10,0,0,0,0,0
16771.0,0,1,1,0,2,1,0,2,2,0,0,0,0,0
21219.0,0,1,0,0,8,1,2,8,9,1,0,0,0,0
21708.0,0,2,1,0,5,4,1,6,6,7,0,0,0,0
21710.0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
20277.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23669.0,0,1,2,0,2,2,2,2,2,0,0,2,0,0
20191.0,2,2,0,0,3,2,0,7,3,3,0,0,0,0
16266.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21855.0,0,0,0,0,4,0,0,4,4,0,0,1,0,0
21938.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
22745.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
21934.0,1,0,0,0,1,1,0,1,1,1,0,0,0,0
15625.0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
16267.0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
14989.0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
16930.0,0,2,0,0,9,3,2,15,12,2,0,1,0,0
17189.0,0,2,0,0,1,3,0,3,1,0,0,2,0,0
15567.0,0,1,1,0,0,2,0,1,0,0,0,1,0,0
16927.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17366.0,0,0,0,0,0,1,0,2,0,1,0,0,0,0
17367.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
16078.0,0,1,2,0,1,1,0,2,1,0,0,1,0,0
16079.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26262.0,2,1,0,0,8,3,2,9,8,0,0,0,0,0
22797.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
23259.0,0,0,1,0,1,3,1,3,1,3,0,0,0,0
23479.0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
20375.0,0,1,2,0,9,2,0,10,11,0,0,1,0,0
24667.0,2,2,2,0,4,3,3,8,5,2,0,1,0,0
25317.0,1,1,1,0,5,2,0,6,5,2,0,0,0,0
13955.0,0,1,0,0,4,1,1,3,4,0,0,1,0,0
16069.0,0,1,0,0,0,6,0,0,0,1,0,0,0,0
15686.0,0,0,0,0,5,0,0,4,5,0,0,0,0,0
16009.0,0,1,0,0,3,1,1,4,4,2,0,0,0,0
26256.0,0,0,0,0,0,1,0,0,0,6,0,0,0,0
26258.0,1,4,4,0,5,6,1,5,5,4,1,2,0,0
24644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17033.0,0,2,1,0,11,2,0,17,12,1,0,1,0,0
20310.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
20370.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20376.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25387.0,1,1,2,0,2,4,0,2,2,2,0,0,0,0
25388.0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
23432.0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
23485.0,2,2,0,0,8,4,2,14,10,5,1,5,0,0
23489.0,4,0,0,0,3,0,2,12,3,0,0,0,0,0
23491.0,0,1,0,0,5,4,0,7,5,2,0,0,0,0
24897.0,0,1,1,0,0,2,0,0,0,2,0,0,0,0
24277.0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
13758.0,0,2,0,0,8,0,0,8,8,2,0,0,0,0
25870.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22665.0,0,1,1,0,2,2,0,3,2,1,0,0,0,0
22670.0,0,2,0,0,1,2,0,1,1,1,0,0,0,0
15132.0,0,2,2,0,2,9,0,4,2,6,0,1,0,0
14874.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
20092.0,2,2,0,0,11,2,0,6,11,1,0,0,0,0
20093.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
26087.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
26091.0,0,1,0,0,1,1,0,2,1,1,0,0,0,0
26102.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26103.0,0,2,0,0,1,3,0,2,1,3,0,0,0,0
26110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26113.0,0,0,0,0,0,5,0,0,0,1,0,0,0,0
26310.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15692.0,0,1,1,0,4,1,0,5,4,1,0,2,0,0
22664.0,0,1,0,0,0,1,0,1,0,0,0,2,0,0
26316.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26318.0,0,0,1,0,2,0,0,4,2,0,0,0,0,0
26319.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26321.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
26323.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26324.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26330.0,0,1,1,0,2,3,0,2,2,0,0,0,0,0
14846.0,0,1,0,0,3,6,1,4,3,2,0,0,0,0
24734.0,4,1,0,0,1,4,1,1,1,1,0,0,0,0
24736.0,0,4,0,0,4,17,4,8,4,2,0,0,0,0
24737.0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
17318.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17844.0,0,1,0,0,2,1,0,1,2,1,0,0,0,0
17973.0,0,1,0,0,1,2,0,2,1,0,0,0,0,0
17975.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17976.0,0,2,0,0,0,4,0,0,0,1,0,0,0,0
14079.0,0,6,4,0,10,11,0,10,10,7,0,0,0,0
14092.0,0,1,1,0,2,3,0,3,4,1,0,0,0,0
22503.0,1,0,0,0,2,0,0,3,2,0,0,0,0,0
21985.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
23537.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0
24660.0,0,5,0,0,0,6,0,0,0,4,0,0,0,0
24741.0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
24743.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
17952.0,0,1,0,0,3,1,0,5,3,0,1,0,0,0
21413.0,2,1,0,0,3,3,0,4,3,0,0,0,0,0
21422.0,0,0,2,0,2,0,0,2,2,0,0,0,0,0
21424.0,0,2,1,0,3,2,0,4,3,2,0,1,0,0
21426.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21428.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26248.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
26544.0,0,1,0,0,3,0,0,3,3,0,0,0,0,0
18365.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19463.0,0,1,0,0,4,1,0,5,4,0,0,0,0,0
19464.0,0,2,0,0,1,5,0,2,1,5,0,1,0,0
14336.0,0,1,2,0,1,2,0,1,1,6,0,0,0,0
18294.0,0,2,3,0,7,3,0,11,7,3,0,0,0,0
18362.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18363.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
19139.0,1,1,2,0,2,1,1,2,2,1,0,0,0,0
21291.0,0,1,2,0,0,2,0,1,0,4,0,0,0,0
21423.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
19459.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
19462.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
14340.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
19111.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
24867.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
16581.0,0,3,0,0,4,4,2,8,4,2,0,0,0,0
24884.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16221.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
17781.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
19333.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19334.0,2,1,1,0,2,1,2,1,2,1,0,0,0,0
19336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14294.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
14312.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
18483.0,0,2,0,0,1,3,0,2,1,2,0,0,0,0
18685.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18686.0,1,0,0,0,3,0,1,7,3,0,0,0,0,0
18687.0,0,1,2,0,5,1,0,5,5,1,0,0,0,0
25599.0,4,1,0,0,9,2,1,9,9,0,0,0,0,0
25611.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25612.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25609.0,1,1,1,0,1,1,2,2,1,1,0,0,0,0
25610.0,0,1,1,0,0,3,0,0,0,2,0,0,0,0
19041.0,0,0,0,0,1,0,0,3,1,0,0,0,0,0
17724.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18248.0,24,2,2,0,0,2,0,0,0,1,0,0,0,0
15084.0,0,1,1,0,2,3,0,3,2,0,0,0,0,0
24917.0,0,1,1,0,1,2,0,1,1,2,0,0,0,0
24920.0,0,1,0,0,2,1,0,2,2,0,1,0,0,0
24925.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
24927.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19206.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
15074.0,0,1,1,0,10,2,0,11,10,0,0,0,0,0
17807.0,3,1,2,0,6,0,5,7,6,1,0,1,0,0
17219.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24916.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23186.0,3,0,1,0,1,0,0,1,1,0,0,0,0,0
18032.0,0,2,1,0,0,6,0,2,0,4,0,1,0,0
19326.0,0,2,1,0,3,6,1,3,3,1,0,0,0,0
23483.0,0,0,0,0,2,0,0,2,2,0,0,0,0,0
22560.0,1,1,0,0,1,1,1,2,1,0,0,0,0,0
22839.0,0,2,1,0,1,5,0,3,1,3,0,0,0,0
23043.0,1,2,3,1,6,3,1,12,6,2,1,1,0,0
23051.0,3,1,0,0,8,3,1,10,10,2,1,1,0,0
23055.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23044.0,4,3,0,0,0,13,1,3,0,8,0,0,0,0
23050.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23054.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21296.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21570.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20217.0,2,1,0,0,0,3,0,1,0,2,0,0,0,0
17522.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17567.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17568.0,0,2,0,0,0,2,0,1,0,6,0,2,0,0
13798.0,0,1,0,0,2,0,3,3,2,0,0,0,0,0
23453.0,1,0,1,1,12,0,0,13,12,0,1,2,0,0
22031.0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
22033.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
22036.0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
22039.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25065.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23183.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25742.0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
25743.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
24173.0,0,1,1,0,10,4,3,14,11,2,0,0,0,0
24180.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18057.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
17810.0,0,2,0,0,1,6,0,7,3,3,0,0,0,0
18002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18037.0,0,0,0,0,5,0,5,5,5,0,0,0,0,0
18050.0,0,1,0,0,0,1,0,0,0,3,0,0,0,0
22215.0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
14751.0,0,0,2,0,12,0,0,13,12,0,0,1,0,0
14753.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19978.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20019.0,0,2,0,0,6,4,0,6,6,7,0,1,0,0
14238.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
17006.0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
15609.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20015.0,0,1,1,0,0,2,1,0,0,2,0,2,0,0
14240.0,0,1,2,0,6,1,0,8,6,1,0,1,0,0
13785.0,0,0,0,0,6,0,3,9,6,0,0,0,0,0
13926.0,0,1,1,0,2,5,0,2,3,2,0,0,0,0
22725.0,0,3,0,0,0,6,0,1,0,3,0,0,0,0
22727.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22728.0,0,1,0,0,1,1,0,1,3,0,0,0,0,0
16021.0,0,1,0,0,2,1,0,3,4,0,0,0,0,0
16191.0,0,0,0,0,4,0,0,5,4,0,0,0,0,0
22045.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16493.0,2,1,1,0,11,1,5,12,12,2,0,2,0,0
19864.0,4,1,1,0,6,4,0,9,6,7,0,0,0,0
20224.0,0,1,1,0,3,2,1,3,3,0,0,0,0,0
21911.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
22035.0,0,1,0,0,4,1,0,4,4,1,0,0,0,0
22040.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22041.0,0,1,3,0,8,1,6,11,13,0,0,0,0,0
21913.0,0,2,1,0,1,2,0,2,1,1,0,0,0,0
23729.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
25162.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
25671.0,0,0,0,0,0,3,0,0,0,6,0,3,0,0
22628.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25915.0,0,0,0,0,0,4,0,0,0,2,0,0,0,0
24345.0,1,1,0,0,5,1,0,6,10,0,0,1,0,0
14476.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
22636.0,1,1,2,0,1,1,1,1,1,0,0,0,0,0
20675.0,0,0,0,0,0,3,0,0,0,2,0,3,0,0
23219.0,1,1,1,0,10,7,2,17,10,5,0,0,0,0
23599.0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
22116.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
22150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16159.0,0,2,1,1,4,3,2,5,6,4,0,0,0,0
23589.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23594.0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
16801.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20904.0,0,1,1,0,0,6,0,0,0,0,0,0,0,0
20905.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13972.0,0,1,0,0,6,4,0,6,6,1,0,0,0,0
19155.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20827.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
22483.0,0,0,0,0,3,0,0,5,3,0,0,0,0,0
22602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20907.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
22603.0,0,1,3,0,5,1,1,5,6,0,0,0,0,0
22719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17679.0,0,1,0,0,4,2,0,3,4,0,0,2,0,0
19713.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
19714.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
17218.0,3,1,0,0,0,1,2,1,0,0,0,2,0,0
20698.0,0,2,0,0,11,2,1,13,11,1,0,1,0,0
22983.0,0,0,0,0,0,2,0,0,0,1,0,1,0,0
15745.0,0,2,0,0,9,5,5,10,9,2,0,0,0,0
24709.0,0,4,0,0,7,6,0,8,8,4,0,0,0,0
22973.0,0,1,1,0,2,2,0,3,2,0,0,0,0,0
22974.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
16851.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
16852.0,0,1,0,0,1,2,0,1,1,0,0,0,0,0
21594.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
23368.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
16170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22529.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22530.0,1,1,0,0,0,2,0,1,0,2,0,0,0,0
22382.0,1,1,3,0,3,3,1,3,3,7,0,0,0,0
22165.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
22166.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
22168.0,4,3,1,0,3,5,5,4,3,7,0,0,0,0
24740.0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
26712.0,0,4,1,0,2,6,0,2,2,2,0,0,0,0
26760.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
